state,variables,time,duration
0,Cyclone_Gas_Outlet_Temp,2017-01-04 05:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-04 05:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-08 05:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-08 05:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-19 09:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-19 09:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-19 09:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-19 09:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-19 09:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-20 04:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-20 04:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-20 04:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-20 05:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-22 23:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-22 23:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 00:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 00:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 00:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 01:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 08:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 15:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 15:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:10:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-23 16:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-25 01:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-25 18:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-25 18:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-25 18:10:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-25 18:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 09:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 10:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 11:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 11:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 13:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 13:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-26 14:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 16:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 17:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 17:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 17:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 17:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-28 17:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-01-31 05:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 13:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 13:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 13:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 15:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 15:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-01 15:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-08 07:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-08 07:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-08 07:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-16 13:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-16 13:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-22 12:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-22 12:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-25 15:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-25 21:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-25 21:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-25 21:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-27 01:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-27 01:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-27 02:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-02-27 02:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-01 07:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 01:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:10:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 03:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 07:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 07:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 08:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-02 08:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 20:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 20:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 20:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 20:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 21:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-07 23:05:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-08 02:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-08 02:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-08 02:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-14 11:10:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-16 22:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-16 22:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 03:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 03:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 03:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 03:50:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 03:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:10:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 04:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 05:55:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:15:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:20:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:25:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:30:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:35:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:40:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 06:45:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 07:00:00,0.0
0,Cyclone_Gas_Outlet_Temp,2017-03-25 07:25:00,0.0
